ISBN;Title;Authors;Publisher;Edition;Location;Genre;Price;MaxLoanDays;MediaType;CreatedBy
048642121X;Sons and Lovers;D. H. Lawrence;Insel;332;Shelf-4;Fiction;11.05;14;E-Book;import
9784841902525;Plays (36);William Shakespeare;Printed by Robert and Andrew Foulis;256;Shelf-12;sources;28.89;14;E-Book;import
9780001034129;The Silver Chair;C. S. Lewis;Iwanami Shoten;141;Shelf-34;Fiction;40.38;14;Magazin;import
9780001034129;The Silver Chair;C. S. Lewis;Iwanami Shoten;141;Shelf-32;Fiction;15.73;14;E-Book;import
9780001034129;The Silver Chair;C. S. Lewis;Iwanami Shoten;141;Shelf-35;Fiction;26.98;14;DVD;import
1482548860;Über die spezielle und die allgemeine Relativitätstheorie;Albert Einstein;Barnes & Noble, Incorporated;101;Shelf-29;Relativity (Physics);27.75;14;Magazin;import
1511492139;El túnel;Ernesto Sabato;Metaichmio;119;Shelf-31;Spanish fiction;11.78;14;DVD;import
1511492139;El túnel;Ernesto Sabato;Metaichmio;119;Shelf-9;Spanish fiction;24.86;14;Book;import
1410499251;The Lion, the Witch and the Wardrobe;C.S. Lewis;Mi-rigs Dpe-skrun-khaṅ;158;Shelf-24;the Blitz;22.40;14;Magazin;import
1410499251;The Lion, the Witch and the Wardrobe;C.S. Lewis;Mi-rigs Dpe-skrun-khaṅ;158;Shelf-33;the Blitz;43.45;14;Magazin;import
1410499251;The Lion, the Witch and the Wardrobe;C.S. Lewis;Mi-rigs Dpe-skrun-khaṅ;158;Shelf-13;the Blitz;30.81;14;Magazin;import
9780140455472;Nicomachean Ethics;Aristotle|J. A. Smith|Joe Sachs|Robert C. Bartlett|Susan D. Collins|L H. G. ed Greenwood;apud Antonium Vincentium;416;Shelf-10;Ethics;11.01;14;E-Book;import
9784871871150;A Brief History of Time;Stephen Hawking;Barnes & Noble;119;Shelf-20;Cosmologie;31.08;14;Magazin;import
9789583009259;Les Contes de ma mère l'Oye;Charles Perrault;Larousse;206;Shelf-28;Nursery rhymes;14.27;14;Magazin;import
9780140624045;Memoirs of Fanny Hill;John Cleland;Agata;283;Shelf-16;Fiction;29.20;14;DVD;import
9780140624045;Memoirs of Fanny Hill;John Cleland;Agata;283;Shelf-7;Fiction;28.35;14;Book;import
9798476917083;Le roman du masque de fer;Alexandre Dumas;Engin Yayınevi;279;Shelf-4;History;33.34;14;DVD;import
0827438389;Cyrano de Bergerac;Edmond Rostand;Larousse;309;Shelf-19;Drama;32.06;14;Book;import
0008662215;Hallowe'en Party;Agatha Christie;Editorial Molino;100;Shelf-40;Fiction;38.37;14;Book;import
0008662215;Hallowe'en Party;Agatha Christie;Editorial Molino;100;Shelf-20;Fiction;22.92;14;DVD;import
1478245395;Das Kapital;Karl Marx;Libreria editrice eclettica;189;Shelf-11;Economics;16.87;14;Magazin;import
1478245395;Das Kapital;Karl Marx;Libreria editrice eclettica;189;Shelf-35;Economics;18.03;14;Book;import
1478245395;Das Kapital;Karl Marx;Libreria editrice eclettica;189;Shelf-7;Economics;22.31;14;Book;import
9781853260254;Ὀδύσσεια;Όμηρος;John Ross;1061;Shelf-9;great_books_of_the_western_world;43.30;14;DVD;import
9780762434275;Rich Dad, Poor Dad;Robert T. Kiyosaki|Sharon L. Lechter;Debolsillo;115;Shelf-4;Rich people;44.09;14;Magazin;import
1795133929;On Liberty;John Stuart Mill;Agora Publications, Inc.;465;Shelf-24;Liberté;42.10;14;DVD;import
0140621709;Daisy Miller;Henry James;Atlantis Press;244;Shelf-7;Fiction;32.58;14;Magazin;import
9781467651714;Мастер и Маргарита;Михаил Афанасьевич Булгаков;Pan;234;Shelf-24;satire;22.71;14;Magazin;import
376081705X;Naturalis historia;Pliny the Elder;Heimeran;100;Shelf-17;Ancient Geography;12.80;14;Magazin;import
376081705X;Naturalis historia;Pliny the Elder;Heimeran;100;Shelf-30;Ancient Geography;44.40;14;DVD;import
0007155247;Curtain;Agatha Christie;Editorial Molina;112;Shelf-7;Fiction;38.13;14;E-Book;import
9781607787914;She;H. Rider Haggard;Barnes & Noble, Incorporated;499;Shelf-34;Fiction in English;35.93;14;Book;import
9782702413364;Evil Under the Sun;Agatha Christie;Pan;120;Shelf-4;Hercule Poirot (Fictitious character);39.82;14;Book;import
9782702413364;Evil Under the Sun;Agatha Christie;Pan;120;Shelf-32;Hercule Poirot (Fictitious character);36.96;14;DVD;import
9786067880267;Harry Potter and the Prisoner of Azkaban;J.K. Rowling;Aṅkura Prakāśanī;263;Shelf-12;Fantasy fiction;31.74;14;Book;import
9789667047429;Harry Potter and the Order of the Phoenix;J.K. Rowling;Aṅkura Prakāśanī;226;Shelf-39;Children's Books/Ages 9-12 Fiction;33.49;14;Magazin;import
9798637091560;Howards End;E. M. Forster;BiblioBazaar;467;Shelf-14;Fiction;14.48;14;Magazin;import
0008262322;Peril at End House;Agatha Christie;Fontana/Collins;111;Shelf-9;Captain Hastings (Fictitious character);41.50;14;Magazin;import
0008262322;Peril at End House;Agatha Christie;Fontana/Collins;111;Shelf-17;Captain Hastings (Fictitious character);18.90;14;DVD;import
9783922996026;John Donne Poetry;John Donne|John Booty|P.G. Stanwood;W. W. Norton;105;Shelf-34;Criticism and interpretation;41.18;14;Magazin;import
9504905463;Murder in Mesopotamia;Agatha Christie;Fontana/Collins;108;Shelf-21;Fiction;35.47;14;DVD;import
1481518682;El amor en los tiempos del cólera;Gabriel García Márquez;Debolsillo;127;Shelf-7;Vida familiar;43.42;14;DVD;import
1911481282;The Thirty-Nine Steps;John Buchan;Pan;714;Shelf-30;Hannay, richard (fictitious character), fiction;12.38;14;DVD;import
9781589972926;The Magician's Nephew;C. S. Lewis;Harper Collins Promotion;163;Shelf-26;Fantasy;20.46;14;DVD;import
9781589972926;The Magician's Nephew;C. S. Lewis;Harper Collins Promotion;163;Shelf-40;Fantasy;37.29;14;DVD;import
9798668447770;His Last Bow [8 stories];Arthur Conan Doyle;BBC Radio;583;Shelf-33;short stories;11.24;14;E-Book;import
9798668447770;His Last Bow [8 stories];Arthur Conan Doyle;BBC Radio;583;Shelf-33;short stories;43.37;14;Book;import
9798668447770;His Last Bow [8 stories];Arthur Conan Doyle;BBC Radio;583;Shelf-23;short stories;11.82;14;Book;import
9780143036258;Common Sense;Thomas Paine|Thomas Paine;Philadelphia, printed: London, re-printed for J. Almon ...;168;Shelf-36;Political science;44.32;14;DVD;import
9782011179043;Pippi Långstrump;Astrid Lindgren;Viking Books for Young Readers;116;Shelf-36;Internet Archive Wishlist;32.83;14;DVD;import
1481277006;The Beautiful and Damned;F. Scott Fitzgerald;Barnes & Noble, Incorporated;495;Shelf-39;Fiction;14.16;14;Magazin;import
1481277006;The Beautiful and Damned;F. Scott Fitzgerald;Barnes & Noble, Incorporated;495;Shelf-28;Fiction;14.06;14;E-Book;import
9781072344902;Five Children and It;Edith Nesbit;Virago;950;Shelf-33;Fiction;14.23;14;Magazin;import
2702410049;And Then There Were None;Agatha Christie;Jing xiao zhe Xing guang shu bao she;210;Shelf-29;Roman policier;13.97;14;DVD;import
4062521075;Genji monogatari;Murasaki Shikibu;Iwanami Shoten;121;Shelf-13;Classic Literature;32.65;14;E-Book;import
9782070351855;Die Traumdeutung;Sigmund Freud;Barnes & Noble, Incorporated;141;Shelf-27;Psychoanalysis;28.72;14;Magazin;import
9782070351855;Die Traumdeutung;Sigmund Freud;Barnes & Noble, Incorporated;141;Shelf-11;Psychoanalysis;11.05;14;Book;import
9798493318580;The Secret of Chimneys;Agatha Christie;Pan;121;Shelf-40;Fiction;25.65;14;Magazin;import
1772265772;Vom Kriege;Carl von Clausewitz|F. N. Maude|James John Graham;Unabridged Publications;194;Shelf-21;Military art and science;19.35;14;E-Book;import
9783785523353;At Bertram's Hotel;Agatha Christie;DODD MEAD & COMPANY;114;Shelf-5;Fiction;21.55;14;Magazin;import
9780547928241;The Hobbit;J.R.R. Tolkien;AST;460;Shelf-14;Arkenstone;21.66;14;DVD;import
9780547928241;The Hobbit;J.R.R. Tolkien;AST;460;Shelf-5;Arkenstone;18.99;14;Magazin;import
9798428832709;The Man in the Brown Suit;Agatha Christie;Pan;201;Shelf-4;Fiction;40.05;14;E-Book;import
9798428832709;The Man in the Brown Suit;Agatha Christie;Pan;201;Shelf-33;Fiction;38.00;14;Magazin;import
1535211296;The Call of the Wild;Jack London;PANAMERICANA;1699;Shelf-2;Gold discoveries;34.13;14;Magazin;import
2218067498;The Lost World;Arthur Conan Doyle;Barnes & Noble, Incorporated;747;Shelf-11;Adventure stories;32.01;14;E-Book;import
9798557986977;The Case-Book of Sherlock Holmes;Arthur Conan Doyle;A.L. Burt;286;Shelf-16;Fiction;30.96;14;E-Book;import
9798557986977;The Case-Book of Sherlock Holmes;Arthur Conan Doyle;A.L. Burt;286;Shelf-27;Fiction;13.32;14;Magazin;import
9780792454151;The Complete Sherlock Holmes [4 novels, 56 stories];Arthur Conan Doyle;Trading as Bookmart Ltd. Desford Road, Enderby Leicester LE9 5AD.;118;Shelf-19;Action & Adventure Fiction;18.98;14;E-Book;import
9780792454151;The Complete Sherlock Holmes [4 novels, 56 stories];Arthur Conan Doyle;Trading as Bookmart Ltd. Desford Road, Enderby Leicester LE9 5AD.;118;Shelf-4;Action & Adventure Fiction;19.64;14;DVD;import
9780792454151;The Complete Sherlock Holmes [4 novels, 56 stories];Arthur Conan Doyle;Trading as Bookmart Ltd. Desford Road, Enderby Leicester LE9 5AD.;118;Shelf-15;Action & Adventure Fiction;18.74;14;DVD;import
1979576912;Schachnovelle;Stefan Zweig;Viking Press;242;Shelf-40;Chess;17.07;14;Magazin;import
1979576912;Schachnovelle;Stefan Zweig;Viking Press;242;Shelf-36;Chess;18.98;14;DVD;import
9798665359441;Alice's Adventures in Wonderland / Through the Looking Glass;Lewis Carroll;New American Library;542;Shelf-19;adventure and adventurers;31.46;14;Book;import
0497257947;Northanger Abbey;Jane Austen;MiraVista Press;1012;Shelf-34;Mate selection;22.27;14;Magazin;import
9788598078694;The Lightning Thief;Rick Riordan;Paw Prints 2008-05-16;101;Shelf-6;Serie:Percy_Jackson_and_the_Olympians;33.89;14;Book;import
8203201164;All's Well That Ends Well;William Shakespeare;Distributed to the trade by Scribner;218;Shelf-21;Drama;25.04;14;Magazin;import
9780747538486;Harry Potter and the Chamber of Secrets;J.K. Rowling;Arthur A. Levine Books: An Imprint of Scholastic Press;276;Shelf-12;series:Harry_Potter;16.32;14;E-Book;import
9789735935719;Orthodoxy;Gilbert Keith Chesterton;Tyndale House Publishers;551;Shelf-12;Apologetics;19.51;14;DVD;import
9789735935719;Orthodoxy;Gilbert Keith Chesterton;Tyndale House Publishers;551;Shelf-14;Apologetics;14.87;14;E-Book;import
9798729623679;A Connecticut Yankee in King Arthur's Court;Mark Twain;MiraVista Press;788;Shelf-20;Time travel;14.82;14;Book;import
9798729623679;A Connecticut Yankee in King Arthur's Court;Mark Twain;MiraVista Press;788;Shelf-0;Time travel;23.04;14;Magazin;import
9798729623679;A Connecticut Yankee in King Arthur's Court;Mark Twain;MiraVista Press;788;Shelf-11;Time travel;12.24;14;E-Book;import
6070764005;Fahrenheit 451;Ray Bradbury;Comcosur;258;Shelf-13;Mechanical Hound;14.37;14;DVD;import
9789997508614;Death in the Clouds;Agatha Christie;Editorial Molino;106;Shelf-32;Detective and mystery stories;28.74;14;Book;import
9789997508614;Death in the Clouds;Agatha Christie;Editorial Molino;106;Shelf-8;Detective and mystery stories;42.46;14;DVD;import
9781530215379;Бѣсы;Фёдор Михайлович Достоевский;Piper;170;Shelf-23;Fiction;22.36;14;Book;import
9781530215379;Бѣсы;Фёдор Михайлович Достоевский;Piper;170;Shelf-29;Fiction;26.54;14;E-Book;import
9781530215379;Бѣсы;Фёдор Михайлович Достоевский;Piper;170;Shelf-9;Fiction;10.65;14;Book;import
9781442939134;Justine;Marquis de Sade;Le Livre de poche;102;Shelf-22;Facsimiles;17.07;14;DVD;import
9781442939134;Justine;Marquis de Sade;Le Livre de poche;102;Shelf-20;Facsimiles;33.43;14;Magazin;import
1502970201;Gitanjali (song offerings);Rabindranath Tagore|Marie Luise Gothein|William Butler Yeats;Wisdom Tree;217;Shelf-14;Bengali poetry;20.45;14;Magazin;import
9780063376182;The Hollow;Agatha Christie;L'Avant-scène;107;Shelf-37;Fiction;32.65;14;DVD;import
9789896370107;A Game of Thrones;George R. R. Martin;Akilcelen Kitaplar;135;Shelf-4;Adult;40.63;14;Magazin;import
5699528113;The Book Thief;Markus Zusak;Nan hai chu ban she;107;Shelf-37;nyt:young-adult-paperback-monthly=2022-09-04;23.62;14;Magazin;import
5699528113;The Book Thief;Markus Zusak;Nan hai chu ban she;107;Shelf-23;nyt:young-adult-paperback-monthly=2022-09-04;37.14;14;E-Book;import
1565116445;The Strange Case of Dr. Jekyll and Mr. Hyde;Robert Louis Stevenson;Waverley Books;373;Shelf-21;Fiction;15.54;14;E-Book;import
9780852291634;History;Herodotus;George Bell & sons;282;Shelf-40;Ancient History;21.45;14;Book;import
1689490446;Anne of Green Gables;Lucy Maud Montgomery;Arcturus Publishing Ltd;1299;Shelf-14;Fiction;27.25;14;Magazin;import
1689490446;Anne of Green Gables;Lucy Maud Montgomery;Arcturus Publishing Ltd;1299;Shelf-30;Fiction;20.55;14;DVD;import
9781616002763;The Last of the Mohicans;James Fenimore Cooper;World Pub. Co.;862;Shelf-23;Adventure stories;29.24;14;DVD;import
9788497862653;Treasure Island;Robert Louis Stevenson;Vintage Books USA;1985;Shelf-37;Fiction;36.48;14;Magazin;import
9781522633310;El Conde de Montecristo;Alexandre Dumas;Barnes & Noble Inc;733;Shelf-35;France -- History -- 19th century -- Fiction;23.43;14;Magazin;import
9781522633310;El Conde de Montecristo;Alexandre Dumas;Barnes & Noble Inc;733;Shelf-32;France -- History -- 19th century -- Fiction;21.04;14;Magazin;import
9781522633310;El Conde de Montecristo;Alexandre Dumas;Barnes & Noble Inc;733;Shelf-38;France -- History -- 19th century -- Fiction;13.08;14;Magazin;import
9798578936951;Die Verwandlung;Franz Kafka;Insel;953;Shelf-40;Fantasy fiction;36.70;14;DVD;import
9798578936951;Die Verwandlung;Franz Kafka;Insel;953;Shelf-4;Fantasy fiction;10.81;14;Magazin;import
9798578936951;Die Verwandlung;Franz Kafka;Insel;953;Shelf-39;Fantasy fiction;26.76;14;Magazin;import
9789033002151;The Poems of Emily Dickinson Volume II;Emily Dickinson;Avenel Books;151;Shelf-6;American poetry;25.52;14;E-Book;import
9798439003488;Whose Body?;Dorothy L. Sayers;Rainer Wunderlich Verlag Hermann Leins;319;Shelf-10;Mystery;41.82;14;Magazin;import
9781522720515;The Wonderful Wizard of Oz;L. Frank Baum;Arte Grafico Editorial Argentino;2052;Shelf-24;Witches;19.75;14;Magazin;import
9798518838376;The Adventures of Sherlock Holmes [12 stories];Arthur Conan Doyle;Barnes & Noble, Incorporated;1132;Shelf-28;Classic Literature;36.96;14;Magazin;import
9788324132614;The Fellowship of the Ring;J.R.R. Tolkien;AST;297;Shelf-17;Elves;40.10;14;Magazin;import
9788467252927;Momo oder Die seltsame Geschichte von den Zeit-Dieben und von dem Kind, das den Menschen die gestohlene Zeit zurückbrachte;Michael Ende;Mahaon;108;Shelf-9;Girls;25.24;14;Book;import
9788467252927;Momo oder Die seltsame Geschichte von den Zeit-Dieben und von dem Kind, das den Menschen die gestohlene Zeit zurückbrachte;Michael Ende;Mahaon;108;Shelf-11;Girls;43.62;14;Book;import
0788750151;Die Blechtrommel;Günter Grass;PenguinBks.;111;Shelf-31;Fiction;16.25;14;Book;import
9798409594626;Dubliners;James Joyce;BiblioBazaar;995;Shelf-8;Daily Express;31.51;14;DVD;import
9798409594626;Dubliners;James Joyce;BiblioBazaar;995;Shelf-35;Daily Express;11.77;14;E-Book;import
9798409594626;Dubliners;James Joyce;BiblioBazaar;995;Shelf-0;Daily Express;25.34;14;DVD;import
3548256279;Nineteen Eighty-Four;George Orwell;Destek Yayinlari;532;Shelf-18;futurology;43.54;14;E-Book;import
9781089649113;Pygmalion;George Bernard Shaw;Leyland Edwards;142;Shelf-4;Drama;28.38;14;E-Book;import
9780404115258;The Travels of Marco Polo;Marco Polo;Mursia;114;Shelf-9;Description and travel;24.53;14;E-Book;import
9780930995003;Imitation of Christ;Thomas à Kempis|Jérôme de Gonnelieu|Richard Challoner|Ronald Arbuthnott Knox|Michael Oakley|Paul M. Bechtel|Joseph N. Tylenda|Elder Mullan|Henri Belleau|Félicité Robert de Lamennais|John Payne|William C. Creasy|Thomas Rogers|Sixtus V Pope|Hal McElwaine Helms|Harold C. Gardiner|Richard Whitford|Edgar Daplyn|David Alexander MacLennan|E. M. Blaiklock|Aloysius Croft|Harold Bolton|Richard Whitford|Wilfrid Raynal|Henry Parry Liddon|Félicité Robert De Lamennais|Jon M. Sweeney|Rev. William Benham|Rev. William Rev. William Benham|Valenti Angelo|Challoner|Leo Sherley-Price|Paul Wesley Chilcote|Pierre Corneille|Thomas Chalmers|George Hickes;St. Paul Publications;394;Shelf-26;Early works to 1800;32.63;14;DVD;import
9798591539023;Peter Pan;J. M. Barrie;Barnes & Noble Inc;429;Shelf-21;Open Library Staff Picks;10.09;14;Magazin;import
8467032677;Die Leiden des jungen Werthers;Johann Wolfgang von Goethe;Losada;211;Shelf-39;Translations into English;35.51;14;Magazin;import
1420977342;Pensées;Blaise Pascal|Philippe Sellier|William Finlayson Trotter|T. S. Eliot|Blaise Perier|Margival Henri|H. F. Stewart;BiblioBazaar;395;Shelf-4;Apologetic works;34.74;14;E-Book;import
1556850794;Vanity Fair;William Makepeace Thackeray;Pan;200;Shelf-22;Social life and customs, fiction;11.71;14;E-Book;import
9780807204719;Northern Lights;Philip Pullman;SCHOLASTIC;144;Shelf-23;Political theology;24.32;14;Book;import
3471780815;The Spy Who Came in from the Cold;John le Carré;Coward-McCann, Inc;144;Shelf-1;Fiction;28.63;14;Magazin;import
9780413307101;Winnie-the-Pooh;A. A. Milne;AST;186;Shelf-4;Juvenile audience;18.08;14;Book;import
8492750987;The Very Hungry Caterpillar;Eric Carle;Gottmer Uitgevers Groep b.v.;178;Shelf-40;Children's fiction;16.46;14;DVD;import
9876276107;The Canterville Ghost;Oscar Wilde;Losada;137;Shelf-35;Fiction;41.30;14;Magazin;import
1611731372;The Murder at the Vicarage;Agatha Christie;Harper;125;Shelf-32;Women detectives;22.54;14;E-Book;import
9780230026759;David Copperfield;Charles Dickens;Insel;846;Shelf-39;British and irish drama (dramatic works by one author);17.17;14;Book;import
9780736602723;The Second World War;Winston S. Churchill;;124;Shelf-8;Personal narratives, British;35.44;14;DVD;import
9781539139683;The Alhambra;Washington Irving;Nueva Era;459;Shelf-26;Alhambra;38.84;14;DVD;import
9781719448154;Moby Dick;Herman Melville;M. Kennerley;1118;Shelf-35;American Sea stories;26.79;14;Book;import
151217632X;The Legend of Sleepy Hollow;Washington Irving;Barnes & Noble, Incorporated;1017;Shelf-34;Fiction;42.15;14;Book;import
151217632X;The Legend of Sleepy Hollow;Washington Irving;Barnes & Noble, Incorporated;1017;Shelf-28;Fiction;10.49;14;DVD;import
0743527631;The Pillars of the Earth;Ken Follett;Palgrave Macmillan Limited;110;Shelf-21;White Ship;18.41;14;E-Book;import
0743527631;The Pillars of the Earth;Ken Follett;Palgrave Macmillan Limited;110;Shelf-0;White Ship;10.40;14;Magazin;import
9781787246539;Meditations;Marcus Aurelius;Printed by Robert and Andrew Foulis;365;Shelf-14;Early works to 1800;42.67;14;Book;import
9781787246539;Meditations;Marcus Aurelius;Printed by Robert and Andrew Foulis;365;Shelf-3;Early works to 1800;42.33;14;Magazin;import
0760757801;Ivanhoe;Sir Walter Scott;BiblioBazaar;480;Shelf-5;Fiction;34.92;14;DVD;import
9781697972757;Lilith;George MacDonald;Capital Communications, Incorporated;480;Shelf-40;Fiction, romance, fantasy;26.08;14;E-Book;import
9798796646618;The Book of Tea;Okakura Kakuzō|Okakura Kakuzō|高玮;Insel;474;Shelf-3;Japanese tea ceremony;11.32;14;Magazin;import
9798796646618;The Book of Tea;Okakura Kakuzō|Okakura Kakuzō|高玮;Insel;474;Shelf-23;Japanese tea ceremony;20.61;14;Book;import
0007161077;A Caribbean Mystery;Agatha Christie;Fontana/Collins;107;Shelf-35;Agatha Christie;30.47;14;DVD;import
0007161077;A Caribbean Mystery;Agatha Christie;Fontana/Collins;107;Shelf-5;Agatha Christie;10.80;14;DVD;import
